Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
memang jujur itu mahal hanya dengan 2019 ganti presiden negara satu republik indonesia dapat bebas dari khianat bangsa sendiri cc,1,0,1,0,0,0,0,0,1,1,0,0
dia bilang hidup ini tak selalu lihat ke atas ada kala perlu tunduk lihat ke bawah syukur kamu masih hidup tanpa dan bisa lihat kamu hanya tak ingat memori masa kecil ku juga begitu tak ada yang salah tak ada yang aneh,0,0,0,0,0,0,0,0,0,0,0,0
cape lah di tanya hamil lagi kah sampai cuma bisa jawab pakai senyum saja aku itu nah bukan hamil uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
terima kasih ya huruf cina v,0,0,0,0,0,0,0,0,0,0,0,0
wow satu lagi orang dari sorga tapi,1,1,1,0,0,0,0,0,1,1,0,0
muka kucing lagi makan pisang,0,1,0,0,0,0,0,0,0,0,0,0
ege nama ah,1,1,1,0,0,0,0,0,1,1,0,0
hibur malam minggu manusia permanen mau sadar dsh tidak bisa lagi bayi otak rendam air ketuban apa gara minum kencing habib x,1,1,1,0,0,0,0,0,1,1,0,0
sudah jadi orang kristen yang lama tidak jamin bahwa kita telah dewasa rohani hendak kita tidak bangga diri,0,0,0,0,0,0,0,0,0,0,0,0
presiden jokowi selalu sikap takzim kepada para ulama telah tinjau proyek bangun bandara internasional jawa barat di majalengka presiden joko widodo sempat diri kunjung ke kantor majelis ulama indonesia jawa barat,0,0,0,0,0,0,0,0,0,0,0,0
saya cape sama orang bolot uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
anies sandi bentar lagi bukti menang karena saracen,1,0,1,0,0,0,0,0,1,1,0,0
banyak lagi isu umat islam yang laku kata dosa pribadi hatta itu maksiat paling jelas kena cegah sebab kisah kaum nabi lut sudah rekam dalam alquran dan soal dia kita rujuk atau tak alquran dalam hidup kita,0,0,0,0,0,0,0,0,0,0,0,0
dasar menteri ke 2019 ganti presiden presiden dan ganti menteri agama,1,1,1,0,0,0,0,0,1,1,0,0
tidak ada cuma pindah dari tangan ke lagi indonesia tetap jadi tonton saja,0,0,0,0,0,0,0,0,0,0,0,0
kata tidak mw dengan bagaimana inkonsisten dong,0,0,0,0,0,0,0,0,0,0,0,0
coba ada yang kordinir untuk demo ke dewan wakil rakyat suara rakyat bubar dewan wakil rakyat save komisi berantas korupsi,1,0,0,1,0,0,0,0,1,0,0,1
kondom dan dan me mau rewatch film marvel di televisi dan ayah kamu jangan tonton itu itu itu buat yahudi orang islam tidak boleh tonton yang ada unsur yahudi dan me oke dan sebal,1,0,0,1,1,0,0,0,0,0,1,0
kalian yang maki gue tsundere,1,1,0,1,0,0,0,0,1,0,1,0
kamu tidak berani balas lagi dasar takut wkwk di,1,1,1,0,0,0,0,1,0,1,0,0
ingin gubernur baru gue,0,0,0,0,0,0,0,0,0,0,0,0
bongkar terus pak siapa itu mereka yang usaha beli bapak dan pak ai bapak kami rakyat indonesia akan dukung siapa yang berani lawan kuat para jajah modern itu pak 2019 ganti presiden jokowi end 2019,1,0,0,1,0,0,0,0,1,0,1,0
wakil rakyat tok omong apa,1,1,1,0,0,0,0,0,1,1,0,0
7 era baru perintah jokowi janji akan selesai kasus ini namun semua hanya tipu,1,0,0,1,0,0,0,0,1,0,1,0
tau tidak,0,1,0,0,0,0,0,0,0,0,0,0
mulut bau bela orde baru arab pribumi surat pemberitahuan tahun malu ih banyak culik kamu sama presiden bubar 2030 uniform resource locator,1,1,1,0,0,0,1,0,0,1,0,0
shinobi yang langgar atur memang sebut tetapi shinobi yang tinggal sahabat lebih rendah dari uchiha obito naruto,0,0,0,0,0,0,0,0,0,0,0,0
anu jangan bilang copras calon presiden selesai dulu jadi gubernur eh tau tau nya calon presiden anu janji saat ini belum ada yang tepat anu aaa anu sudah ya dil balik ke solo 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
lagi buat di orang cengang ialah bila cpc sendiri akhir jadi negara market ekonomi bukan lagi negara 100 tegar yang pimpin sepe i zaman mau zedong dan liu shaoqi,0,0,0,0,0,0,0,0,0,0,0,0
alam tidak tipu pak lukman tapi alquran harus percaya dari allah subhanahu wa taala tipu nabi angkat allah subhanahu wa taala juga tipu,1,1,0,1,1,0,0,0,0,0,1,0
yang lucu itu di saat kamu salah rumah di sini bukan rumah jilat sana jilat junjung kamu dasar haha,1,1,1,0,0,0,0,0,1,1,0,0
mantap gubernur pilih kalian baru padahal bersih itu bagi dari iman jadi ragu dengan iman anies and sandi,0,0,0,0,0,0,0,0,0,0,0,0
media di indonesia cina,1,0,0,1,0,1,0,0,0,0,1,0
riba dapat latih kubus,0,0,0,0,0,0,0,0,0,0,0,0
kalau mau proco lihat lihat dululah haha sudah tidak zaman umat katolik mudah provokasi macam begini kita sudah tinggal abad gelap itu adad abad silam t,0,0,0,0,0,0,0,0,0,0,0,0
dunia kan penuh sok suci sepe i kamu kalau misal itu ahok pasti kamu bilang kalau tidak salah kenapa kabur tapi karena itu sih cabul adalah sih kamu jilat sendiri kamu bohong diri sendiri kamu tidak tanya kenapa kabur kalau tidak salah meme,1,1,1,0,0,0,0,1,0,1,0,0
moga koalisi pak bisa lebih bijak dalam tentu siapa bakal calon wakil presiden damping play station ke pilih presiden 2019 saran saya tidak harus dari pak ai koalisi bisa dari tokoh lain yang lebih jual dan milik nilai elektoral tinggi ayo saling legowo,0,0,0,0,0,0,0,0,0,0,0,0
nanti teriak di zalim korban orang ibadah kok larang dasar anti islam,1,0,1,0,0,0,0,0,1,1,0,0
prabowo mesti tanggung jawab bangun lagi sekolah yang bakar,1,0,1,0,0,0,0,0,1,1,0,0
memang bentuk togel untuk gera oke cukong tunggang agama bukannn,1,1,0,1,1,0,0,0,0,0,1,0
jika kasus yang jerat umat islam polisi laku cepat gilir sih nista al alquran seperti lambat banget penjara penjara ahok,1,0,0,1,1,0,0,0,0,0,1,0
hi untuk informasi lebih detail kena isu aman transaksi tidak dapat di jelas karena sifat confidential,0,0,0,0,0,0,0,0,0,0,0,0
gue benci banget lihat orang koar koar spoiler avenger alah belum avenger keluar juga film film yang lain begitu juga tidak pada protes kenapa baru pada protes sekarang,1,1,0,1,0,0,0,0,1,0,1,0
itu a inya tutup hati atas benar sedang muslim a inya selamat non muslim tidak selamat orang di luar islam lebih senang di bilang non muslim orang yang tidak selamat ketimbang di bilang orang yang tutup hati,0,0,0,0,0,0,0,0,0,0,0,0
meja wa eg mana ganteng begini,0,0,0,0,0,0,0,0,0,0,0,0
pe ukaran budaya,0,0,0,0,0,0,0,0,0,0,0,0
indihome ini memang pernah saking kesal teknisi datang beberapa kali cuma cek pergi tidak solve juga dan sampai 7 hari akhir harus pakai katebelece dari orang direktur jenderal bakal tulis di koran kompas tidak ada 1 jam langsung beres ngehek,1,1,0,1,0,0,0,0,1,0,1,0
jika dulu bebas boleh kawal dengan atur dan undang undang jadi budaya baru sepe i juga boleh laksana satu mekanisme yang sesuai bagi awal kita boleh elak perkara yang tidak ingin laku tanpa bela yang wajar,0,0,0,0,0,0,0,0,0,0,0,0
telah antar anak sekolah lihat lihat dunia maya eh kok ada kalimat yang pas untuk warung internet makanya langsung aku cc in biar tidak lupa,0,1,0,0,0,0,0,0,0,0,0,0
partai indonesia itu ilusi ancam nyata bagi negara satu republik indonesia adalah dan neo orde baru plus front bela islam huh dan kelompok khilafah puja isis waspada,1,0,0,1,1,1,0,0,0,0,1,0
nama cantik mu tak iring hati busuk mu aku ber agama tapi laku lebih bagus sembah berhala dasar apa kamu sebut saya tunjuk ayat di kitab suci mu ada manusia harus sebut otak mu dangkal kedok agama tetapi laku se,1,1,1,0,1,0,0,0,0,1,0,0
benar apa yang anda cari dan anda ingin dapat ri rusuh pecah belah ri perang saudara kalau yang itu anda harap anda dapat hasil apa tidak akan juga dapat apa kecuali sengsara makan susah mungkin hidu,0,0,0,0,0,0,0,0,0,0,0,0
di kantor televisi tayang berita driver grab yang kirim death threat ke cewek tuli bunda pakai suara kecil sampai di death threat begitu sial dan dan dan dan dan kish biasa kamu bicara jorok untung kamu omong pakai suara yang kecil,0,1,0,0,0,0,0,0,0,0,0,0
banget kualitas anggota anggota dewan wakil rakyat ini low to the max dan kecewa pada lah,1,1,0,1,0,0,0,0,1,0,1,0
tidak usah kepedean bilang kamu bisa sembuh kamu punya bukan,0,1,0,0,0,0,0,0,0,0,0,0
adil bilang ke orang lain anti gilir akun media sosial blokir demooooooo nyinyiiiiiir eh impor barang dari cina pula,1,0,1,0,0,0,0,0,1,1,0,0
gue memang sayang sama orang yang jelas jelas tidak sayang dan tidak pernah pikir asa gue sedikit,0,1,0,0,0,0,0,0,0,0,0,0
apa tag sih uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
kenapa orang baik selalu kasih coba dengan hubung sama orang yang,0,1,0,0,0,0,0,0,0,0,0,0
waspada ulama jabar jangan mau jadi tamen sih ini dia itu muka truk hati dasamuka,1,1,1,0,0,0,1,0,0,1,0,0
gentong kosong kan nyaring bunyi mbak buai dengan kata rayu syair syair yang keluar dari nyanyi juga kadang buai dengar yang belum pasti buai,0,1,0,0,0,0,0,0,0,0,0,0
pasti bahlul iq dua ratus,1,1,0,1,1,0,0,0,0,0,1,0
siapa yang tinggal salat dengan sengaja maka ia terang terang hari ath thabrani,0,0,0,0,0,0,0,0,0,0,0,0
bachtiar mabuk pipis,1,1,1,0,0,0,0,0,1,1,0,0
pada akhir para temu,1,1,1,0,0,0,0,0,1,1,0,0
tuju saya dengan low back pain komisi pemelihan umum perlu tetap cukup 1 tema saja misal 2019 ganti presiden 2019 presiden baru luhut kepada prabowo jika maju tidak usah bawa tema agama,1,0,1,0,0,0,0,0,1,1,0,0
gubernur sumatra selatan alex nurdin sosialisasi asi games kepada masyarakat se camat sako,0,0,0,0,0,0,0,0,0,0,0,0
kantor gubernur militer sekarang komando resor militer 031 wira bima sumber google kirim atau tag,0,0,0,0,0,0,0,0,0,0,0,0
ada solusi blok efektif tidak juga karena besok buat akun baru lagi sambar buang lagi kita harus bisa jaga damai di lapak kita sendiri biar tidak hambur media sosial yang memang tidak guna sama sekali lonceng buat sambar cuit orang,0,0,0,0,0,0,0,0,0,0,0,0
batang ah tim kauuu,1,1,1,0,0,0,0,0,1,1,0,0
6 anda akan dapat pesan notifikasi rahasia kamu tukar dengan tiket masuk tukar hanya bisa laku di stadion mulai 6 jam si di 1 jam belum mulai di loket khusus tcash 7 pasti anda milik tcash kamu bisa akses diskon diskon khusus sampai 20 tcash hanya bisa guna,0,0,0,0,0,0,0,0,0,0,0,0
he gue langsung unfriend kamu lama baru tau rasa,1,1,1,0,0,0,0,0,1,1,0,0
ini anak pak mungkin butuh bina kalau tak bisa bina mohon binasa saja pak,1,1,1,0,0,0,0,0,1,1,0,0
iya beda budaya sih seperti tapi di jepang juga masih ada yang risih sih sama video musik bikini bikini begitu tapi mereka bikini jatuh tidak sexy malah lucu begitu,0,0,0,0,0,0,0,0,0,0,0,0
gubernur rasa presiden sukses terus ya pak moga allah selalu mudah segala urus bapak,0,0,0,0,0,0,0,0,0,0,0,0
kalau di thailand ada di indonesia ada dan,1,1,0,1,0,0,0,0,1,0,1,0
aku tidak mau taehyung yang ini gemar berat mbak,0,0,0,0,0,0,0,0,0,0,0,0
juang kalah ahok baru awal kita pindah lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
saat ini dengan sadar telah abai prinsip dasar nasionalisme dan fungsi sosial atas tanah adil distribusi tanah,0,0,0,0,0,0,0,0,0,0,0,0
benar bukan mungkin muka dia tak mulus kakak kakak sekali mungkin takut takut kalau masuk kerja watson itu suruh dia pakai produk itu ini calit itu ini kat muka jadi kurang yakin diri sebab ingat teruk sangat ke muka dia ada orang yang macam nih jangan,0,0,0,0,0,0,0,0,0,0,0,0
ketika lantik bilang saat pribumi bangkit tetapi nyata malah impo bawang putih dari cina yang notabene waktu kampanye pilih kepala daerah selalu bilang anti,1,0,1,0,0,0,0,0,1,1,0,0
bera i bapak sama dewan wakil rakyat tidak dapat percaya dong jadi lebih baik bubar saja,1,0,0,1,0,0,0,0,1,0,0,1
gubernur ahok segala lini susehhh hantam perempuan no uang korupsi no makanya lu pada iseng omong nya,1,0,1,0,0,0,0,0,1,1,0,0
arsenal begitu begitu saja huuuuuuuu,1,1,0,1,0,0,0,0,1,0,1,0
mungkin kah syiah masuk juga jin anu yang terlalu alergi dengan islam dan juga bangkit islam moga tidak ikut bawa dua periode,1,1,0,1,1,0,0,0,0,0,1,0
kata al habib abdullah bin mukshin al atas keramat bogor orang yang bukan orang yang lihat banyak apa a akan tetapi yang sebut orang orang yang tak mau lihat ilmu agama,0,0,0,0,0,0,0,0,0,0,0,0
open bo surabaya masih online saja kamu sempak akun tipu tipu kau,1,1,1,0,0,0,0,0,1,1,0,0
yang gambar dua ya,0,0,0,0,0,0,0,0,0,0,0,0
boleh minta maaf tapi proses hukum tetap harus jalan satu ini harus kasih ajar supaya depan dia bi,1,1,1,0,0,0,0,0,1,1,0,0
lahap banget kalau ketemu tidak sunat dan bahan coli blowjob kulum uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
wkwk,0,1,0,0,0,0,0,0,0,0,0,0
tomohon juga rupa pusat ajar agama kristen dan katolik ada tempat khusus untuk doa dan meditasi yang sebut bukit kasih buah tempat suci yang indah dan tenang tomohon international flower festival,0,0,0,0,0,0,0,0,0,0,0,0
junhoe kenapa sih gue kayak lah ada yang lebih dari gue,0,1,0,0,0,0,0,0,0,0,0,0
katolik nusantara haha pandai sekali ya pecah belah agama kita ini,1,0,0,1,1,0,0,0,0,0,1,0
aku rasa memang terlalu cepat untuk buat yang kayak begini di bulan lima kita tapi aku cuma ingin kamu rasa bahagia saja dapat hadiah hadiah kecil dari aku dan dan tidak terlalu mewah karena aku juga bukan miliarder yang punya banyak uang buat belikan kakak,0,0,0,0,0,0,0,0,0,0,0,0
haha susah bicara sama orang belum sudah belum hati penuh dengki lagi,1,1,1,0,0,0,0,0,1,1,0,0
memang begitu selalu minta data,1,1,0,1,0,0,0,0,1,0,1,0
apa motif konflik rohingya yang pasti umat muslim di zalim titik redbone save rohingya,1,0,0,1,1,0,0,0,0,0,1,0
kh said aqil siroj terima surat putus program doktoral kaji islam nusantara dari menteri agama ri,0,0,0,0,0,0,0,0,0,0,0,0
bubar komisi berantas korupsi kalau hanya kasus ecek ecek yang di urus,1,0,0,1,0,0,0,0,1,0,0,1
kalau begitu kenapa izin sekolah swasta tidak keluar pak dedi di purwaka a untuk yang yayasan kristen khusus dan kan hak seluruh rakyat dengan agama apa dan salam damai dan dan ems,0,0,0,0,0,0,0,0,0,0,0,0
pernah ukur sendiri enggak kira kira berapa panjang,0,1,0,0,0,0,0,0,0,0,0,0
curut kaum takfiri juga nyata,1,1,1,0,0,0,0,0,1,1,0,0
om makar om adil sosial atau lebih sosial bagi seluruh taipan korup siapa yang makar makar itu sendiri lengser jokowi,1,0,1,0,0,0,0,0,1,0,0,1
presiden joko widodo jokowi minta agar sistem izin usaha integrasi cara online atau online single submission bisa segera terap baik di menteri di tingkat provinsi di tingkat kabupaten di tingkat kota,0,0,0,0,0,0,0,0,0,0,0,0
jika allah hendak akan klop pasang 2019 prabowo anis matta akan bikin lawan kucar kacir siap dukung 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
sok banget tar juga di save nih sebentar lagi,0,1,0,0,0,0,0,0,0,0,0,0
ya untung saya happy bukan yang versi gerung gerung,1,1,1,0,0,0,0,0,1,1,0,0
idih baru tau ini kamu lihat saja ya siap siap timbal balik,1,1,1,0,0,0,0,0,1,1,0,0
cantik banget sip mata kamu begitu ya imut banget,0,0,0,0,0,0,0,0,0,0,0,0
ada sahabat yang pulang dari papua belum dia kerja salah satu kontraktor yang kerja infrastruktur yang sedang bangun beliau cerita banyak bagaimana jauh tinggal rakyat kita papua banding dengan wilayah lain di negeri ini syukur pak jokowi jadi presiden,0,0,0,0,0,0,0,0,0,0,0,0
apa sih yang kamu pe imbang saat beli mobil bukan hanya soal harga aman dan nyaman juga patut perhati lo yuk lihat lengkap di sini begitu,0,0,0,0,0,0,0,0,0,0,0,0
gue tak tau apa muka gue yang begini apa dia yang apa bagaimana masa gue sudah pakai jilbab teman gue first impression nya ke gue gue orang kristen,0,0,0,0,0,0,0,0,0,0,0,0
posting gambar jokowi dan megawati di atas ranjang eko prabowo tangkap jokowi lagi,1,0,1,0,0,0,0,0,1,1,0,0
yaelah malah di terobos lampu merah kalem bro itu polisi di belakang kita saja terobos itu kejar kita,1,1,1,0,0,0,0,0,1,1,0,0
bm warga badui telah selesai ingat tradisi seba di pendopo perintah kabupaten lebak akan lanjut kembali be emu dengan gubernur banten wahidin halim hari ini sabtu 21 4 seba baduy 2018,0,0,0,0,0,0,0,0,0,0,0,0
indonesia kenapa makin jadi ya yang yang lah malah di up sudah tidak tonton televisi masa tidak buka media sosial juga gue,0,1,0,0,0,0,0,0,0,0,0,0
tidak punya cc tapi jago utang ribu triliun main,1,0,1,0,0,0,0,0,1,1,0,0
tongkol bisa nya cuma sontek tidak pikir kalau sontek nya jauh dari standar asli tambah saja gue lihat laku sih kacung cina dan 2019 ganti kacung dan 2019 ganti presiden dan 2019 ganti,1,1,0,1,0,0,0,0,1,0,1,0
indonesia perlu tindak nyata usir duta besar myanmar untuk indonesia karena biksu buddha dan militer bunuh cara masal genosida etnis rohingya,1,0,1,0,1,1,0,0,0,0,0,1
alah ahok tidak mau remisi saja sampai segitunya di cipinang dong penjara dan adik sayang tidak semua orang berani hadap hukum dari awal even itu hasil dia salah atau tidak tidak usah pura pura tidak perlu ingat siapa yang kabur kabur,1,1,0,1,0,0,0,0,1,0,1,0
benar kamu tidak ada apa apa nya,1,0,1,0,0,0,0,0,1,1,0,0
bukan saja milik abu tours itu donor dana untuk 212 nyata dukung anies sandi rakyat daerah khusus ibukota harus prihatin gubernur mereka hubung dengan laknat abu tours yang tel 96 000 korban dengan total tipu rp1 8t atau 16 439 tahun tabung rp30rb hari,0,0,0,0,0,0,0,0,0,0,0,0
mabuk pil pcc,1,0,1,0,0,0,0,0,1,1,0,0
asa sudah sering kena sekakmat kok ya tidak sembuh sembuh ya dana untuk pensiun juga sudah sah dewan wakil rakyat lo orang itu kan juga orang dewan wakil rakyat,0,0,0,0,0,0,0,0,0,0,0,0
ini kok enas ya baca,0,0,0,0,0,0,0,0,0,0,0,0
dengan komunisme nya cina besar dengan kapitalisme nya us besar dengan pancasila indonesia begini begini saja bro,1,0,0,1,0,1,0,0,0,0,1,0
kamu cuma pandai jilat kuasa sudah pandai pula kamu tantang orang dasar lacur politik,1,1,1,0,0,0,0,1,0,1,0,0
sari konde perempuan tua nan fasik tak patut di komparasi dengan cadar dan kidung mantra tenggelam oleh indah azan ib,0,0,0,0,0,0,0,0,0,0,0,0
kok kamu,1,1,1,0,0,0,0,0,1,1,0,0
sosialisasi aman pangan iswi aula gedung badan awas obat dan makan jalan cetak negara 18042018,0,0,0,0,0,0,0,0,0,0,0,0
belum apa follow twitter lee sung kyung sudah macam paham,0,1,0,0,0,0,0,0,0,0,0,0
jauh banget morgan muka lembut iyaaaaa juni muka,1,1,1,0,0,0,1,0,0,1,0,0
ini ada yang kebelet dua periode laku kayak begini sok 2019 ganti presiden insya allah 2019 prabowo satu,1,0,1,0,0,0,0,0,1,1,0,0
akhir kata kata ajaib kaum muncul juga,1,1,0,1,0,0,0,0,1,0,1,0
daerah pilih sulawesi tenggara saja pasti menang sana banyak tenaga kerja dan dan 2019 ganti presiden uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
harus berapa kali saya bilang saya paham dan saya kan bilang saya cuma tidak suka kamu maki orang cuma gara gara mereka ingin orang stop bodyshaming orang lain benar yang tidak paham itu kamu apa gue dan by the way mas ini tidak sambung sa,0,0,0,0,0,0,0,0,0,0,0,0
sudah bingung kali mau pakai cara apa untuk kampanye sampai sampai bikin fitnah yang kayak begitu depresi ya takut kalah iklan ahok jahat,1,0,0,1,0,0,0,0,1,0,1,0
tidak habis pikir deh bagaimana kalau itu bisa masuk rumah tidak berani bayang gue kamu berani bayang dan selesai,0,0,0,0,0,0,0,0,0,0,0,0
kalau dewan wakil rakyat bubar komisi berantas korupsi,1,1,0,1,0,0,0,0,1,0,0,1
tuan guru bajang yakin mampu cipta perintah yang bersih kami mau tuan guru bajang zainul majdi,0,0,0,0,0,0,0,0,0,0,0,0
bu sus memang cuil nyawa ini punya pikir kalau punya mana letak beberapa kali cari pakai global positioning system dan google map tidak ketemu,1,1,1,0,0,0,0,1,0,1,0,0
ya pokok kamu juga,0,1,0,0,0,0,0,0,0,0,0,0
wkwk bagi apa dah sama buat incar cowok yang ada kamu pusing sama tugas dan bese a antek,0,0,0,0,0,0,0,0,0,0,0,0
macam hewan ulet putih rubung di sebut set,0,0,0,0,0,0,0,0,0,0,0,0
jangan suka main dengan data ekonomi tidak ada peristiwa ekonomi makro yang tiba tiba tanpa dahulu bijak belum,0,0,0,0,0,0,0,0,0,0,0,0
di maroko anies panggil super gubernur,0,0,0,0,0,0,0,0,0,0,0,0
sp i pilih kepala daerah daerah khusus ibukota nyata ahok elektabilitasnya tinggi 80 lebih calon tunggal tidak ada yang bisa yang kalah ahok para cukong lupa media media sosial yang tidak bisa monopoli benar nya maju calon gubernur daerah khusus ibukota 1 lalu elektabilitas ahok gerus,0,0,0,0,0,0,0,0,0,0,0,0
islam itu indah kristen itu kasih hindu itu cinta dan buddha itu damai semua agama itu sama dan kita harus saling hormat,0,0,0,0,0,0,0,0,0,0,0,0
perang dagang amerika cina lumayan curiga karena merek sepatu amerika yang mahal masih banyak buat cina dan jadi sudah beli buat indonesia saja dan,0,0,0,0,0,0,0,0,0,0,0,0
baik adalah bahasa yang bisa di dengar oleh mereka yang tuli dan di lihat oleh mereka yang,0,0,0,0,0,0,0,0,0,0,0,0
naik sambil makan pepaya,0,0,0,0,0,0,0,0,0,0,0,0
muntah muntah usai makan orang aku telat dua bulan,0,0,0,0,0,0,0,0,0,0,0,0
survei khawatir resesi ekonomi konsumen rajin tabung,0,0,0,0,0,0,0,0,0,0,0,0
tolong sih ini nyanyi mulu minta semprot baygon,1,1,1,0,0,0,0,0,1,1,0,0
tebang pilih pilih tebang bubar saja dan bentuk lembaga baru yang benar benar independent,1,0,0,1,0,0,0,0,1,0,0,1
be udung tapi perangai tah pape kalau aku buat salah tegur aku jangan babit tudung atau agama aku islam itu sempurna tapi aku tak,0,0,0,0,0,0,0,0,0,0,0,0
festival budaya antara bangsa tawau 2018 cermin istimewa dan uni sabah dari sudut bagai budaya yang ada di negeri ini ujar ya perdana menteri ketika lancar festival sebut pada malam tadi,0,0,0,0,0,0,0,0,0,0,0,0
pak mudah mudah anda makin lihat bahwa muhammad hanya orang huruf yang biadab,1,1,0,1,1,0,0,0,0,0,1,0
soal dia kayak bolot om itu kuping nya kotor sepe i hati,1,1,1,0,0,0,1,0,0,1,0,0
kamu saja main hole baru aku mau cari baru,0,1,0,0,0,0,0,0,0,0,0,0
maju kamu sini,1,1,1,0,0,0,0,0,1,1,0,0
jangan jahat anak orang dan baru juga sekali sudah begini haha dan memang mau berapa kali kamu jahat anak orang suparji,0,0,0,0,0,0,0,0,0,0,0,0
ya sudah atuh usir hindu buddha juga saja biar bagaimana pun mereka tidak monoteis atau tanya saja dulu deh tau a i kata esa tidak sih,1,0,0,1,1,0,0,0,0,0,0,1
kata mas budi kumpul orang dalam jumlah besar murah biaya uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
rakyat cina gue adalah,0,0,0,0,0,0,0,0,0,0,0,0
presiden hadir harlah gera mahasiswa islam indonesia yang ke 58 jaya gera mahasiswa islam indonesia,0,0,0,0,0,0,0,0,0,0,0,0
baru mantap rejeki bekah buat keluarga daripada cari samping jilat jilat kuasa jilat jilat nista agama,1,1,1,0,0,0,0,0,1,1,0,0
tiap hari komen di facebook pakai template yang sama partai indonesia anti islam jilat cina dan bagai,1,0,0,1,0,0,0,0,1,0,1,0
jadi mahasiswa ini bukan atur sifat kok tapi bagaimana didik bisa rata saja,0,0,0,0,0,0,0,0,0,0,0,0
memang sudah harus begitu mbak apa yang gali di tanah nusantara sudah mesti jadi milik kita semua jadi karena dulu apa o beri bebas pada untuk keruk semua tanpa sisa dulu apa yang dapat papua nol papua itu sudah ibarat propinsi buang tidak,0,0,0,0,0,0,0,0,0,0,0,0
terus dia panggil anak buat ambil duit di tempat sih bapak itu tunggu baru deh duit kasih ke gue padahal sih bapak sehat sehat saja tidak fisik tapi malesnya tidak ketulungan buat sekadar beli saja masih suruh anak yang turun mungkin sih bapak itu,0,0,0,0,0,0,0,0,0,0,0,0
untuk di panti kemudian tak bisa lacak lama bahkan kalau ada bom sih bocah tetap tidur nyenyak,0,0,0,0,0,0,0,0,0,0,0,0
saya lihat juga bagus jamban tadi buat keluarga kurang lebih rp2 juta per tutur presiden seraya tambah bangun sanitasi baik bagi keluarga dan sehat lingkung di kampung,0,0,0,0,0,0,0,0,0,0,0,0
ih sih merula banget point gue rang 20,1,1,1,0,0,0,0,0,1,1,0,0
tangan pun spontan angkat goreng yang ia bawa kala lihat sosok hadap angkat buah tongkat rapunzel maksud untuk siaga dan dan aku rapunzel dan tolong untuk apa dan sikap waspada pada pada orang tidak menu,0,0,0,0,0,0,0,0,0,0,0,0
bila cina bisa maju dengan komunisme,1,0,0,1,0,1,0,0,0,0,1,0
agus silvy tukang fitnah debat final pilih kepala daerah jakarta,1,1,0,1,0,0,0,0,1,0,1,0
salam pak pasek bagaimana sistem kembang kampung budaya di bal kita sedang advokasi alih hak komunitas rumah adat minangkabau jadi aset daerah dalam rangka kembang wisata,0,0,0,0,0,0,0,0,0,0,0,0
kaum lesbian kalian bela atas nama ham tapi orang wanita yang pakai cadar kalian cerca atas nama tol,1,1,0,1,0,0,0,0,1,0,1,0
jauh prasangka tutup hati yang,0,0,0,0,0,0,0,0,0,0,0,0
politik itu sadis dan karena suka ancam kalau tidak turut,0,0,0,0,0,0,0,0,0,0,0,0
salah pangkah dapat liberal tentang raja ampu harbi,1,1,0,1,1,0,0,1,0,0,1,0
yang sok tau itu yang bilang perintah hanya kerja sama dengan cina sudah di cap,1,0,1,0,0,0,0,0,1,1,0,0
asyik kutuk raja kata raja tak bantu ajar tak beri didik percuma dengar apa kata ulama sohor ge14,0,0,0,0,0,0,0,0,0,0,0,0
lt amat rumah besar ini dari luar ia be anya pada diri sendiri sengaja di pagi yang ini suho tak bawa tim mereka milik porsi tugas masing masing dan suho juga enggan dengar keluh keluh manja itu sakit telinga dan dan,0,0,0,0,0,0,0,0,0,0,0,0
jenis pisang varietas baru,0,0,0,0,0,0,0,0,0,0,0,0
tuju turun jokowi karena bela dan pro partai indonesia,1,0,1,0,0,1,0,0,0,0,0,1
cakimintheneaprescak imin adalah representasi dari kaum muda santri dan islam moderat,0,0,0,0,0,0,0,0,0,0,0,0
nanti tahu dong siapa yang anak berontak jaman dulu tahu juga dong yang menandatangani kontrak dengan pt freepo jaman dulu tahu juga dong siapa yang turun tionghoa tahu juga dong yang masuk islam karena jadi mantu presiden jaman dulu,1,0,1,0,0,1,0,0,0,1,0,0
resep ganteng mandi di,0,0,0,0,0,0,0,0,0,0,0,0
hanya manusia yang aku agama tapi pandu kitab suci fiksi belaka contoh di islam kitab suci al qur an sumber dari firman firman allah subhanahu wa taala jika al qur an anggap fiksi lalu al hadis mau anggap apa oleh sih,1,1,0,1,1,0,0,0,0,0,1,0
lah berat aku sudah turun sial,0,1,0,0,0,0,0,0,0,0,0,0
telah menteri ekonomi maritim baru suasana lebih tenang belum tahu,0,0,0,0,0,0,0,0,0,0,0,0
